path,kind,bytes,loc
.agent/reports/projection-parity-final-runtime.json,.json,2490,91
.agent/reports/projection-parity-final.json,.json,2789,103
.agent/reports/projection-parity-moving-data-final.json,.json,2974,109
.agent/reports/projection-parity-post-backfill.json,.json,4385,166
.agent/reports/projection-parity-post-baseline-fix.json,.json,3290,122
.agent/reports/projection-parity-post-burn-60m-certified-rerun.json,.json,2496,91
.agent/reports/projection-parity-post-burn-v2.json,.json,2490,91
.agent/reports/projection-parity-post-failed-burn.json,.json,2496,91
.agent/reports/projection-parity-post-guard-enforcement.json,.json,2490,91
.agent/reports/projection-parity-post-metrics-patch.json,.json,2490,91
.agent/reports/projection-parity-post-orphan-fix.json,.json,1973,72
.agent/reports/projection-parity-post-rebuild.json,.json,3623,133
.agent/reports/projection-parity-post-recovery.json,.json,2490,91
.agent/reports/projection-parity-post-writepath-sync.json,.json,3623,133
.agent/reports/projection-parity-pre-burn.json,.json,2490,91
.agent/reports/projection-parity-pre-final-burn-60m.json,.json,3787,138
.agent/reports/projection-parity-pre-orphan-archive.json,.json,4540,165
.agent/reports/projection-parity-shadow-feed.json,.json,2231,85
.agent/reports/projection-parity-stage2-mixed-post-repair.json,.json,3289,122
.agent/reports/projection-parity-stage2-mixed-post-targeted-rebuild.json,.json,2448,91
.agent/reports/projection-parity-stage2-mixed-precheck.json,.json,6074,226
.agent/reports/projection-parity-validation.json,.json,2127,80
.agent/reports/projection-parity.json,.json,2448,91
.agent/reports/projection-readiness-after-alert-validation.json,.json,797,24
.agent/reports/projection-readiness-after-force-drift.json,.json,792,24
.agent/reports/projection-readiness-certification-dry-run.json,.json,800,24
.agent/reports/projection-readiness-current-after-burn-dryrun.json,.json,791,24
.agent/reports/projection-readiness-final-after-stale.json,.json,791,24
.agent/reports/projection-readiness-final-dry-run.json,.json,780,24
.agent/reports/projection-readiness-final-execute.json,.json,779,24
.agent/reports/projection-readiness-final-runtime-restored.json,.json,796,24
.agent/reports/projection-readiness-final-runtime.json,.json,787,24
.agent/reports/projection-readiness-moving-data-final-execute.json,.json,791,24
.agent/reports/projection-readiness-post-burn-60m-certified-rerun-dryrun.json,.json,804,24
.agent/reports/projection-readiness-post-metrics-patch.json,.json,792,24
.agent/reports/projection-readiness-post-orphan-fix.json,.json,802,24
.agent/reports/projection-readiness-publish-dry-run.json,.json,794,24
.agent/reports/projection-readiness-publish-execute.json,.json,793,24
.agent/reports/projection-readiness-republish-dry-run-2.json,.json,797,24
.agent/reports/projection-readiness-republish-dry-run-3.json,.json,800,24
.agent/reports/projection-readiness-republish-dry-run.json,.json,794,24
.agent/reports/projection-readiness-republish-execute-final-gate.json,.json,805,24
.agent/reports/projection-readiness-republish-execute-post-repair.json,.json,799,24
.agent/reports/projection-readiness-stage2-mixed-post-targeted-rebuild.json,.json,808,24
.agent/reports/projection-readiness.json,.json,809,24
.agent/reports/projection-rebuild-all-sessions-final-gate.json,.json,164,8
.agent/reports/projection-repair-summary.json,.json,1310,55
.agent/reports/rollout-plan-stage0.json,.json,2769,91
.agent/reports/rollout-prephase-item-backfill-dry-run.json,.json,475,18
.agent/reports/rollout-prephase-parity.json,.json,4876,174
.agent/reports/rollout-prephase-session-backfill-dry-run.json,.json,831,33
.agent/reports/session-dashboard-projection-after-final-shadow-dry-run.json,.json,1578,55
.agent/reports/session-dashboard-projection-backfill-dry-run.json,.json,1921,66
.agent/reports/session-dashboard-projection-backfill-execute.json,.json,1921,66
.agent/reports/session-dashboard-projection-backfill-post-execute-dry-run.json,.json,6893,209
.agent/reports/session-dashboard-projection-backfill-second-execute.json,.json,6894,209
.agent/reports/session-dashboard-projection-certification-dry-run.json,.json,9690,286
.agent/reports/session-dashboard-projection-certification-execute-final-gate.json,.json,812,33
.agent/reports/session-dashboard-projection-certification-execute.json,.json,9691,286
.agent/reports/session-dashboard-projection-certification-postcheck-dry-run.json,.json,430,20
.agent/reports/session-dashboard-projection-dryrun-post-baseline-fix.json,.json,3862,121
.agent/reports/session-dashboard-projection-final-dry-run.json,.json,1184,44
.agent/reports/session-dashboard-projection-final-execute.json,.json,1184,44
.agent/reports/session-dashboard-projection-moving-data-execute.json,.json,1578,55
.agent/reports/session-dashboard-projection-repair-post-writepath.json,.json,430,20
.agent/reports/session-dashboard-projection-repair.json,.json,430,20
.agent/reports/session-dashboard-projection-stage2-mixed-dry-run.json,.json,3468,110
.agent/reports/session-dashboard-projection-stage2-mixed-execute.json,.json,6149,187
.agent/reports/session-dashboard-rebuild-post-guard-dry-run.json,.json,2416,63
.agent/reports/session-dashboard-rebuild-post-guard-rerun.json,.json,2415,63
.agent/reports/session-dashboard-rebuild-post-guard.json,.json,2419,64
.agent/reports/shadow-canary-certification-final.json,.json,3536,102
